years,component,docs_url,data_url
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UMS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UMS_I.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L35_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L35_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L35_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L35_B.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/MMA_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/MMA_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/MMA_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/MMA_H.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06MH_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06MH_C.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSMHHT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSMHHT_I.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSOL_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSOL_A.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSOL_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSOL_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSOL_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSOL_B.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSMUMP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSMUMP_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSMUMP_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSMUMP_B.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSMUMP_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSMUMP_A.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSNEON_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSNEON_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UNI_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UNI_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UNI.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UNI.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28NPB_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28NPB_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSPCB_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSPCB_B.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PCBPOL_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PCBPOL_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PCBPOL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PCBPOL_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PCBPOL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PCBPOL_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PCBPOL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PCBPOL_G.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PCBPOL_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PCBPOL_I.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PCBPOL_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PCBPOL_H.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSNORO_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSNORO_A.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSNORO_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSNORO_C.XPT
1999-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSBNP_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSBNP_A.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OGTT_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OGTT_E.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OGTT_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OGTT_D.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OGTT_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OGTT_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OGTT_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OGTT_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OGTT_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OGTT_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OGTT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OGTT_I.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPD_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OPD_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26OPD_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26OPD_C.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OPD_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OPD_E.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OPD_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OPD_G.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OPD_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OPD_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OPD_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OPD_J.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCOSMO_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCOSMO_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UCOSMO_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UCOSMO_G.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PTH_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PTH_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L04PER_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L04PER_C.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/WPIN_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/WPIN_D.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PERNT_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PERNT_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PERNT_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PERNT_E.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNT_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNT_G.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PERNT_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PERNT_F.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNT_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNT_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNT_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PERNT_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PERNT_J.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNTS_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PERNTS_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNTS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PERNTS_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNTS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PERNTS_I.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSNO3P_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSNO3P_B.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PFAS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PFAS_I.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFSU_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFSU_H.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PFAS_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PFAS_J.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAS_H.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFAS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PFAS_H.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SSPFAS_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/SSPFAS_J.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAC_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPFAC_H.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSPFC_A.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSPFC_A.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/EPHPP_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/EPHPP_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/EPHPP_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/EPHPP_I.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSPT_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSPT_I.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CARB_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/CARB_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CARB_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/CARB_E.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26UPP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L26UPP_C.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UPP_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UPP_D.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L26PP_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L26PP_B.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UPP_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UPP_E.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB26PP.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB26PP.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PP_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PP_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PP_C.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PP_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PP_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PP_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PP_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PP_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PP_G.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSPST_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSPST_B.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28OCP_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L28OCP_C.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PSTPOL_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PSTPOL_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PSTPOL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PSTPOL_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSTPOL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSTPOL_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PSTPOL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PSTPOL_G.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PSTPOL_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PSTPOL_I.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PSTPOL_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PSTPOL_H.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHTHTE_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHTHTE_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PHTHTE_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PHTHTE_E.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PH_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PH_C.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHTHTE_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHTHTE_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PHTHTE_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PHTHTE_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PHTHTE_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PHTHTE_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PHTHTE_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PHTHTE_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PHTHTE_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PHTHTE_J.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPHTE_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSPHTE_H.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PHPYPA_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PHPYPA_B.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PHPYPA.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PHPYPA.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06PHY_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06PHY_C.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHYTO_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PHYTO_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PHYTO_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PHYTO_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHYTO_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHYTO_F.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/GLU_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/GLU_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/GLU_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/GLU_I.XPT
2017-2018,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/GLU_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/GLU_J.XPT
2017-2020,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_GLU.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_GLU.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/GLU_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/GLU_E.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/GLU_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/GLU_D.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/GLU_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/GLU_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/GLU_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/GLU_G.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB10AM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB10AM.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L10AM_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L10AM_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L10AM_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L10AM_B.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSPOLI_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSPOLI_F.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L31PAH_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L31PAH_C.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PAH_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PAH_E.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PAH_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PAH_D.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PAH_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PAH_G.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PAHS_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PAHS_G.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAH_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAH_F.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DOXPOL_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/DOXPOL_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DOXPOL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/DOXPOL_E.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DOXPOL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DOXPOL_F.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAH_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAH_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PAH_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PAH_I.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PAHS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PAHS_I.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PFC_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PFC_E.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PFC_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PFC_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PFC_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L24PFC_C.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFC_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFC_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PFC_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PFC_G.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PFC_POOL.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PFC_POOL.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/POOLTF_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/POOLTF_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/POOLTF_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/POOLTF_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/POOLTF_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/POOLTF_H.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/POOLTF_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/POOLTF_D.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/POOLTF_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/POOLTF_E.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/POOLTF_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/POOLTF_I.XPT
2007-2008,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UCPREG_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UCPREG_E.XPT
1999-2000,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/UC.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/UC.XPT
2005-2006,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UCPREG_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UCPREG_D.XPT
2003-2004,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/UC_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/UC_C.XPT
2001-2002,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/UC_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/UC_B.XPT
2009-2010,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCPREG_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCPREG_F.XPT
2011-2012,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UCPREG_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UCPREG_G.XPT
2013-2014,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCPREG_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UCPREG_H.XPT
2015-2016,Laboratory,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCPREG_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UCPREG_I.XPT
